Column1,id,geometry.coordinates,properties.location,properties.format,properties.categoryAlias,properties.market,properties.size,properties.designTemplateUrl,properties.description,properties.display.calculatedCpm,properties.display.views,cost-per-day,properties.numbers.total,properties.lat,properties.lng,zone_id,properties.sellingCompanyId,photo_url
248,22316448,"[40.783842, -73.979222]",The Dublin House,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Dublin House, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.783842,-73.979222,239,323682,barscreen.png
262,22309021,"[40.745966, -74.001439]",The Canuck NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Canuck NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.745966,-74.001439,68,323682,barscreen.png
267,22316901,"[40.755502, -73.96839]",Cornerstone Tavern,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Cornerstone Tavern, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.755502,-73.96839,229,323682,barscreen.png
279,22310146,"[40.715453, -74.00727]",1803 NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"1803 NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.715453,-74.00727,231,323682,barscreen.png
285,22315595,"[40.721296, -73.988369]",Hair of the Dog - NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Hair of the Dog - NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.721296,-73.988369,148,323682,barscreen.png
301,22310582,"[40.745809, -73.993302]",Crompton Ale House,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Crompton Ale House, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.745809,-73.993302,186,323682,barscreen.png
302,22316561,"[40.720633, -74.004967]",Nancy Whiskey Pub,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Nancy Whiskey Pub, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.720633,-74.004967,231,323682,barscreen.png
303,22317184,"[40.713218, -73.998631]",Luna Pizza,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Luna Pizza, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.713218,-73.998631,45,323682,barscreen.png
319,22316788,"[40.714891, -74.00833]",Patriot Saloon,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Patriot Saloon, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.714891,-74.00833,231,323682,barscreen.png
323,22317472,"[40.729924, -74.000794]",Off The Wagon,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Off The Wagon, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.729924,-74.000794,114,323682,barscreen.png
334,22309972,"[40.825955, -73.946855]",Oh Craft! Beer,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Oh Craft! Beer, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.825955,-73.946855,116,323682,barscreen.png
338,22301183,"[40.704129, -74.010336]",Beckett's Bar & Grill,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Beckett's Bar & Grill, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.704129,-74.010336,88,323682,barscreen.png
346,22309376,"[40.758114, -73.992626]",Olde City Home,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Olde City Home, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.758114,-73.992626,48,323682,barscreen.png
349,22309457,"[40.746126, -74.000934]",Westside Tavern,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Westside Tavern, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.746126,-74.000934,68,323682,barscreen.png
350,22308529,"[40.760554, -73.990363]",Bareburger - 13 HELLS KITCHEN NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Bareburger - 13 HELLS KITCHEN NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.760554,-73.990363,48,323682,barscreen.png
357,22315682,"[40.754619, -73.973204]",Snafu,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Snafu, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.754619,-73.973204,162,323682,barscreen.png
358,22316447,"[40.7496, -73.982889]",5th&Mad,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"5th&Mad, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.7496,-73.982889,170,323682,barscreen.png
362,22310044,"[40.825053, -73.951909]",Hamilton Hall NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Hamilton Hall NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.825053,-73.951909,116,323682,barscreen.png
369,22316208,"[40.714371, -74.009694]",Monk McGinns,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Monk McGinns, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.714371,-74.009694,231,323682,barscreen.png
386,22309556,"[40.710338, -74.016513]",Black Hound Bar & Lounge,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Black Hound Bar & Lounge, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.710338,-74.016513,13,323682,barscreen.png
388,22316979,"[40.729512, -73.998534]",The Half Pint,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Half Pint, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.729512,-73.998534,114,323682,barscreen.png
390,22315846,"[40.74994, -73.994885]",Blarney Stone - NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Blarney Stone - NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.74994,-73.994885,186,323682,barscreen.png
404,22308647,"[40.727864, -73.97941]",Jose Luis,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Jose Luis, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.727864,-73.97941,79,323682,barscreen.png
412,22311777,"[40.866155, -73.927625]",Il Sole,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Il Sole, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.866155,-73.927625,127,323682,barscreen.png
421,22309173,"[40.715209, -74.008923]",Mudville9,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Mudville9, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.715209,-74.008923,231,323682,barscreen.png
434,22301047,"[40.728388, -73.999299]",Wicked Willys,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Wicked Willys, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.728388,-73.999299,114,323682,barscreen.png
443,22309649,"[40.722567, -73.985884]",Kelly's Sports Bar,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Kelly's Sports Bar, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.722567,-73.985884,79,323682,barscreen.png
452,22317264,"[40.784359, -73.977708]",Jakes Dilemma,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Jakes Dilemma, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.784359,-73.977708,239,323682,barscreen.png
458,22314698,"[40.744406, -73.991931]",JJ Kinahans,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"JJ Kinahans, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.744406,-73.991931,90,323682,barscreen.png
475,22301108,"[40.716202, -74.007201]",Tribeca's Kitchen,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Tribeca's Kitchen, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.716202,-74.007201,231,323682,barscreen.png
478,22316624,"[40.7493, -73.977336]",The Junction,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Junction, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.7493,-73.977336,170,323682,barscreen.png
480,22301021,"[40.744477, -73.99419]",One Star,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"One Star, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.744477,-73.99419,90,323682,barscreen.png
482,22315869,"[40.751053, -74.001947]",Death Ave,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Death Ave, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.751053,-74.001947,246,323682,barscreen.png
492,22310661,"[40.767296, -73.983439]",Bareburger - 23 COLUMBUS CIRCLE NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Bareburger - 23 COLUMBUS CIRCLE NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.767296,-73.983439,48,323682,barscreen.png
501,22310587,"[40.76496, -73.982878]",McGees - NYC,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"McGees - NYC, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.76496,-73.982878,163,323682,barscreen.png
529,22314644,"[40.750293, -73.998327]",Billymark's West,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Billymark's West, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.750293,-73.998327,68,323682,barscreen.png
537,22310711,"[40.721637, -73.988622]",Bareburger- 39 LOWER EAST SIDE NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Bareburger- 39 LOWER EAST SIDE NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.721637,-73.988622,148,323682,barscreen.png
543,22301137,"[40.721944, -74.005]",Biny Karaoke Bar & Lounge,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Biny Karaoke Bar & Lounge, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.721944,-74.005,211,323682,barscreen.png
545,22308757,"[40.7618, -73.99411]",Scruffy Duffy's,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Scruffy Duffy's, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.7618,-73.99411,50,323682,barscreen.png
560,22317399,"[40.713663, -74.008053]",Dark Horse,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Dark Horse, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.713663,-74.008053,231,323682,barscreen.png
561,22314707,"[40.737611, -73.989158]",Old Town Bar,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Old Town Bar, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.737611,-73.989158,234,323682,barscreen.png
610,22310798,"[40.777728, -73.948987]",Bareburger - 14 YORKVILLE NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Bareburger - 14 YORKVILLE NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.777728,-73.948987,263,323682,barscreen.png
615,22317181,"[40.824843, -73.951255]",Urban NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Urban NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.824843,-73.951255,116,323682,barscreen.png
641,22308831,"[40.76173, -73.994161]",Hellcat Annie's - Tap Room,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Hellcat Annie's - Tap Room, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.76173,-73.994161,50,323682,barscreen.png
648,22314881,"[40.7097, -74.013954]",Morton's The Steakhouse,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Morton's The Steakhouse, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.7097,-74.013954,261,323682,barscreen.png
655,22317419,"[40.730654, -74.001016]",3 Sheets Saloon,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"3 Sheets Saloon, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.730654,-74.001016,114,323682,barscreen.png
676,22317010,"[40.77186, -73.990463]",Morty's Wine & Beer Bar,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Morty's Wine & Beer Bar, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.77186,-73.990463,143,323682,barscreen.png
692,22309512,"[40.725851, -73.990213]",Whiskey Town,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Whiskey Town, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.725851,-73.990213,79,323682,barscreen.png
694,22310056,"[40.732644, -74.00253]",Barrow St Ale House,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Barrow St Ale House, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.732644,-74.00253,249,323682,barscreen.png
702,22316518,"[40.709501, -74.012664]",O'Hara's,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"O'Hara's, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.709501,-74.012664,261,323682,barscreen.png
712,22314761,"[40.722194, -74.003556]",Toad Hall,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Toad Hall, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.722194,-74.003556,211,323682,barscreen.png
716,22315489,"[40.753823, -73.995732]",Hudson Station,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Hudson Station, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.753823,-73.995732,68,323682,barscreen.png
719,22309634,"[40.714149, -74.009208]",Benares,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Benares, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.714149,-74.009208,231,323682,barscreen.png
752,22310760,"[40.719241, -74.004236]",Abajo,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Abajo, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125.00,3500,40.719241,-74.004236,231,323682,barscreen.png
